satisfaction_level,last_evaluation,number_project,average_monthly_hours,left,cluster,Emp_Id
0.78,0.59,3,212,0,0,IND35444
0.44,0.42,4,159,0,1,IND42714
0.64,0.93,4,233,0,0,IND13020
0.81,0.63,4,108,0,1,IND18370
0.5,0.49,3,214,0,1,IND30824
0.69,0.61,5,229,0,0,IND10417
0.77,0.75,4,223,0,0,IND13993
0.69,0.56,4,178,0,1,IND33009
0.87,0.68,4,246,0,0,IND28556
0.85,0.91,4,145,0,0,IND03790
0.83,0.83,4,224,0,0,IND12784
0.68,0.51,3,259,0,0,IND29819
0.78,0.65,4,207,0,0,IND26003
0.78,0.89,3,253,0,0,IND14655
0.93,0.68,4,196,0,0,IND35278
0.54,0.75,3,240,0,0,IND16021
0.76,0.56,3,255,0,0,IND06832
0.4,0.72,3,139,0,1,IND12626
0.73,0.81,3,168,0,0,IND20735
0.86,0.98,5,233,0,0,IND33733
0.38,0.68,5,211,0,2,IND12429
0.71,0.48,5,114,0,1,IND10668
0.58,0.97,5,202,0,0,IND21001
0.67,0.59,3,177,0,1,IND07970
0.55,0.76,4,233,0,0,IND13728
0.76,0.98,2,111,0,0,IND06278
0.7,0.82,3,178,0,0,IND08099
0.66,0.46,4,204,0,1,IND11600
0.96,0.72,3,272,0,0,IND25991
0.6,0.77,4,157,0,0,IND27535
0.54,0.94,5,229,0,0,IND30006
0.85,0.9,5,202,0,0,IND0402
0.96,0.84,3,264,0,0,IND16246
0.86,0.62,3,256,0,0,IND25736
0.53,0.87,3,151,0,1,IND17169
0.91,0.95,3,251,0,0,IND19068
0.33,0.7,5,271,0,2,IND32868
0.75,0.73,4,274,0,0,IND39960
0.97,0.8,3,169,0,0,IND17825
0.68,0.51,4,176,0,1,IND19287
0.68,0.7,5,168,0,0,IND30373
0.57,0.87,4,171,0,0,IND04373
0.87,0.9,4,214,0,0,IND16074
0.5,0.91,5,224,0,0,IND24980
0.76,0.59,3,191,0,1,IND29562
0.79,0.61,5,96,0,1,IND39011
0.17,0.9,6,217,0,2,IND24753
0.6,0.62,4,135,0,1,IND30359
0.89,0.67,3,226,0,0,IND09795
0.69,0.87,3,202,0,0,IND31971
0.68,0.85,2,180,0,0,IND26587
0.61,0.87,5,174,0,0,IND36440
0.63,0.5,3,140,0,1,IND22328
0.5,0.96,4,147,0,0,IND31822
0.49,0.74,2,263,0,0,IND06229
0.83,0.55,5,261,0,0,IND02899
0.59,0.71,2,176,0,1,IND01566
0.75,0.93,2,98,0,1,IND39480
0.66,0.48,3,192,0,1,IND20036
0.68,0.51,4,157,0,1,IND31857
0.73,0.58,5,230,0,0,IND41395
0.98,0.53,4,192,0,0,IND31735
0.86,0.65,3,161,0,1,IND09454
0.5,0.55,3,176,0,1,IND39115
0.76,0.76,3,216,0,0,IND18943
0.3,0.47,4,176,0,1,IND30815
0.3,0.86,3,276,0,2,IND01093
0.64,0.59,3,174,0,1,IND32521
0.59,0.75,3,106,0,1,IND41152
0.85,0.63,4,154,0,0,IND28161
0.76,0.93,3,271,0,0,IND13551
0.63,0.5,5,246,0,0,IND03504
0.65,0.86,4,264,0,0,IND33947
0.43,0.68,3,197,0,1,IND20167
0.83,0.56,4,165,0,1,IND44829
0.49,0.77,4,218,0,0,IND40615
0.67,0.73,3,203,0,0,IND42647
0.9,0.47,2,107,0,1,IND03966
0.83,0.96,3,179,0,0,IND08370
0.92,0.84,5,264,0,0,IND25689
0.83,0.7,5,154,0,0,IND26832
0.64,0.55,4,167,0,1,IND35331
0.93,0.97,4,158,0,0,IND12084
0.6,0.87,4,227,0,0,IND36199
0.74,0.69,3,230,0,0,IND37983
0.56,0.75,5,143,0,0,IND07189
0.61,0.77,4,142,0,1,IND24233
0.63,0.62,4,184,0,1,IND26307
0.24,0.62,5,169,0,2,IND31491
0.17,0.56,5,218,0,2,IND22751
0.46,0.64,2,121,0,1,IND0484
0.68,0.48,4,251,0,0,IND03422
0.68,0.6,2,192,0,1,IND28712
0.16,0.71,6,227,0,2,IND43162
0.15,0.56,6,140,0,2,IND02834
0.55,0.49,3,152,0,1,IND36822
0.72,0.66,4,202,0,0,IND38038
0.91,0.89,2,219,0,0,IND17385
0.3,0.91,4,248,0,2,IND23210
0.56,0.68,5,203,0,0,IND31933
0.94,0.94,3,255,0,0,IND43051
0.82,0.63,5,177,0,0,IND17179
0.66,0.86,5,185,0,0,IND21580
0.74,0.64,4,101,0,1,IND41772
0.63,0.5,3,246,0,1,IND21812
0.65,0.42,6,220,0,0,IND12322
0.56,0.81,3,145,0,1,IND39753
0.32,0.73,6,194,0,2,IND07095
0.8,0.9,4,241,0,0,IND06815
0.34,0.87,6,175,0,2,IND14656
0.62,0.71,5,149,0,0,IND42158
0.5,0.86,3,253,0,0,IND11447
0.58,0.98,5,218,0,0,IND02537
0.94,0.9,2,263,0,0,IND12695
0.67,0.99,4,247,0,0,IND13195
0.2,0.74,6,148,0,2,IND15555
0.91,0.59,5,162,0,0,IND40275
0.91,0.67,2,255,0,0,IND03704
0.78,0.87,3,191,0,0,IND43727
0.82,0.55,3,217,0,0,IND26603
0.54,0.96,3,201,0,0,IND22797
0.53,0.81,3,253,0,0,IND01977
0.47,0.55,4,122,0,1,IND16404
0.87,0.5,3,269,0,0,IND16797
0.5,0.68,4,161,0,1,IND18211
0.59,0.83,3,156,0,0,IND30932
0.89,0.69,3,173,0,0,IND06772
0.54,0.49,4,152,0,1,IND42754
0.62,0.85,3,145,0,0,IND09755
0.91,0.85,3,248,0,0,IND26809
0.84,0.99,2,184,0,0,IND33050
0.69,0.65,4,232,0,0,IND09934
0.76,0.63,3,162,0,1,IND25251
0.8,0.54,4,269,0,0,IND32261
0.4,0.47,5,108,0,1,IND19354
0.8,0.99,3,248,0,0,IND08010
0.76,0.4,2,122,0,1,IND05312
0.55,0.9,4,273,0,0,IND35033
0.98,0.63,3,285,0,0,IND02318
0.54,0.56,4,227,0,0,IND04783
0.63,0.56,4,248,0,0,IND08340
0.88,0.63,3,257,0,0,IND02483
0.5,0.95,5,194,0,0,IND26238
0.52,0.72,3,253,0,0,IND36783
0.89,0.95,4,141,0,0,IND41796
0.55,0.9,4,199,0,0,IND01932
0.51,0.81,3,143,0,1,IND27314
0.35,0.52,5,244,0,2,IND41230
0.54,0.71,5,173,0,0,IND38991
0.72,0.84,4,186,0,0,IND22903
0.61,0.93,2,247,0,0,IND44316
0.17,0.93,3,218,0,2,IND26870
0.71,0.88,3,140,0,0,IND09508
0.88,0.52,4,166,0,1,IND17489
0.48,1.0,3,216,0,0,IND30594
0.16,0.97,6,235,0,2,IND20230
0.62,0.72,3,188,0,0,IND23200
0.59,0.47,3,143,0,1,IND40434
0.14,0.9,4,198,0,2,IND0170
0.96,0.92,4,148,0,0,IND30832
0.96,0.42,6,101,0,1,IND31437
0.13,0.89,4,249,0,2,IND42425
0.64,0.61,5,249,0,0,IND44334
0.64,0.67,5,198,0,0,IND01426
0.57,0.72,3,202,0,0,IND22754
0.49,1.0,3,176,0,0,IND21992
0.89,0.79,4,133,0,0,IND16848
0.94,0.75,5,238,0,0,IND35566
0.51,0.58,2,181,0,1,IND30239
0.8,0.85,5,242,0,0,IND17604
0.74,0.51,4,185,0,1,IND44873
0.66,0.85,4,237,0,0,IND16440
0.66,0.99,5,244,0,0,IND33986
0.59,0.62,3,178,0,1,IND41118
0.91,0.57,3,164,0,1,IND16257
0.83,0.98,5,189,0,0,IND42811
0.5,0.91,3,212,0,0,IND04614
0.69,0.97,4,233,0,0,IND14730
0.87,0.91,5,268,0,0,IND18417
0.37,0.43,2,155,0,1,IND42916
0.9,0.98,4,257,0,0,IND19022
0.68,0.41,4,254,0,0,IND43993
0.93,0.63,4,143,0,0,IND10182
0.95,0.45,3,225,0,0,IND33496
0.99,1.0,4,223,0,0,IND28547
0.64,0.9,2,101,0,1,IND40621
0.96,0.37,2,159,0,1,IND08844
0.92,0.54,5,141,0,0,IND12490
0.22,0.52,5,147,0,1,IND15917
0.82,0.99,5,252,0,0,IND34982
0.75,0.89,3,196,0,0,IND07749
0.2,0.89,6,244,0,2,IND15453
0.64,0.73,3,142,0,1,IND30836
0.62,0.9,4,155,0,0,IND37167
0.73,0.59,3,219,0,0,IND27099
0.52,0.51,3,213,0,1,IND03096
0.63,0.67,5,263,0,0,IND34967
0.84,0.92,4,274,0,0,IND40881
0.49,0.96,3,140,0,0,IND0482
0.54,0.78,4,176,0,0,IND27301
0.52,0.78,4,206,0,0,IND42387
0.66,0.63,6,223,0,0,IND01371
0.73,0.41,2,231,0,1,IND32096
0.54,0.64,3,250,0,0,IND26590
0.72,0.68,5,266,0,0,IND24717
0.75,0.64,4,247,0,0,IND10385
0.77,0.57,3,189,0,1,IND12309
0.42,0.94,5,227,0,2,IND20737
0.13,0.69,4,127,0,1,IND24520
0.73,0.88,5,204,0,0,IND32342
0.5,0.95,5,137,0,0,IND01589
0.92,0.62,4,265,0,0,IND35848
0.73,0.66,3,135,0,1,IND30907
0.74,0.38,2,126,0,1,IND10521
0.76,0.78,3,189,0,0,IND15994
0.53,0.92,3,207,0,0,IND44523
0.65,0.72,3,134,0,1,IND02511
0.91,0.85,4,203,0,0,IND10243
0.69,0.76,5,222,0,0,IND12802
0.56,0.66,3,232,0,0,IND27585
0.55,0.81,4,267,0,0,IND34528
0.74,0.5,5,131,0,1,IND26258
0.86,0.86,3,155,0,0,IND44674
0.82,0.74,3,232,0,0,IND04465
0.35,0.8,3,137,0,1,IND20260
0.93,0.99,4,136,0,0,IND02343
0.55,0.77,3,237,0,0,IND0616
0.99,0.68,4,190,0,0,IND16142
0.91,0.89,4,144,0,0,IND24491
0.24,0.65,6,194,0,2,IND26671
0.77,0.67,3,186,0,0,IND18728
0.64,0.66,3,218,0,0,IND29672
0.58,0.76,5,260,0,0,IND33984
0.65,0.99,4,200,0,0,IND24813
0.44,0.68,3,140,0,1,IND26599
0.59,0.75,2,156,0,1,IND15661
0.99,0.56,3,193,0,0,IND25207
0.75,0.79,4,145,0,0,IND34818
0.77,0.49,4,217,0,0,IND01190
0.85,0.64,4,162,0,0,IND04651
0.77,0.93,5,182,0,0,IND10574
0.54,0.95,3,221,0,0,IND31149
0.69,0.82,4,208,0,0,IND02024
0.66,0.65,5,161,0,0,IND01042
0.51,0.65,4,269,0,0,IND08282
0.74,0.59,4,155,0,1,IND15251
0.55,0.72,3,110,0,1,IND39417
0.65,0.84,3,154,0,0,IND18450
0.2,0.77,6,213,0,2,IND21189
0.92,0.94,5,248,0,0,IND11301
0.57,0.6,3,202,0,1,IND09058
0.75,0.78,2,251,0,0,IND04516
0.68,0.84,3,239,0,0,IND28609
0.97,0.7,3,203,0,0,IND29304
0.79,0.48,4,184,0,1,IND30429
0.66,0.75,4,203,0,0,IND32779
0.96,0.69,3,214,0,0,IND15867
0.73,0.69,4,161,0,0,IND17939
0.29,0.58,5,234,0,2,IND30798
0.58,0.56,3,151,0,1,IND16702
0.72,0.58,4,149,0,1,IND28381
0.94,0.87,4,240,0,0,IND20730
0.48,0.56,5,140,0,1,IND25965
0.6,0.99,3,187,0,0,IND18703
0.97,0.58,5,156,0,0,IND26745
0.74,0.41,4,250,0,0,IND36807
0.97,0.61,3,165,0,1,IND04794
0.88,0.67,5,260,0,0,IND17655
0.5,0.7,3,274,0,0,IND26024
0.93,0.98,4,160,0,0,IND24655
0.3,0.7,5,280,0,2,IND33950
0.69,0.53,3,142,0,1,IND17232
0.69,0.9,2,155,0,0,IND24321
0.53,0.67,4,167,0,1,IND24436
0.32,0.8,3,263,0,0,IND35343
0.73,0.75,3,259,0,0,IND41965
0.77,0.61,4,223,0,0,IND11885
0.59,0.81,6,123,0,0,IND19765
0.19,0.51,5,226,0,2,IND06120
0.78,0.95,3,270,0,0,IND16116
0.84,0.74,3,139,0,1,IND36982
0.65,0.77,5,241,0,0,IND11376
0.38,0.43,2,160,0,1,IND26211
0.12,0.47,3,258,0,1,IND09727
0.74,0.81,5,106,0,0,IND10926
0.67,0.82,4,171,0,0,IND26443
0.5,0.79,3,186,0,0,IND06574
0.99,0.39,6,214,0,0,IND39469
0.79,0.89,4,240,0,0,IND41381
0.72,0.51,4,164,0,1,IND02594
0.83,0.57,4,232,0,0,IND02052
0.69,0.55,5,242,0,0,IND17556
0.5,0.89,5,222,0,0,IND31031
0.82,0.84,3,139,0,0,IND02010
0.68,0.56,4,272,0,0,IND20498
0.82,0.69,4,262,0,0,IND37468
0.32,0.81,2,249,0,0,IND14525
0.93,0.86,4,219,0,0,IND33194
0.42,0.73,4,208,0,0,IND30170
0.22,0.44,3,166,0,1,IND05538
0.56,0.88,3,174,0,0,IND08191
0.77,0.75,4,225,0,0,IND35557
0.29,0.48,2,116,0,1,IND23103
0.97,0.65,3,219,0,0,IND36060
0.91,0.7,4,196,0,0,IND16723
0.52,0.67,4,210,0,0,IND33444
0.54,0.64,2,219,0,1,IND24129
0.54,0.98,3,197,0,0,IND21697
0.67,0.52,2,102,0,1,IND27859
0.72,0.85,3,186,0,0,IND42030
0.68,0.51,4,224,0,0,IND12318
0.65,0.98,3,283,0,0,IND25413
0.72,0.98,5,197,0,0,IND07955
0.51,0.79,5,267,0,2,IND0306
0.8,0.58,4,172,0,1,IND33004
0.83,0.93,4,261,0,0,IND44488
0.15,0.86,3,204,0,2,IND08289
0.5,0.73,4,237,0,0,IND15258
0.8,0.55,2,212,0,1,IND15498
0.96,0.62,4,217,0,0,IND20813
0.67,0.7,5,159,0,0,IND41991
0.98,0.96,5,139,0,0,IND38223
0.88,0.59,5,230,0,0,IND38041
0.85,0.79,3,157,0,0,IND23705
0.75,0.7,5,269,0,0,IND18389
0.38,0.77,2,170,0,1,IND26898
0.55,0.82,2,197,0,0,IND35217
0.63,0.89,4,246,0,0,IND04032
0.78,0.51,4,278,0,0,IND44498
0.99,0.84,5,138,0,0,IND03656
0.72,0.87,3,238,0,0,IND31408
0.14,0.83,5,175,0,2,IND40029
0.81,0.67,4,216,0,0,IND25278
0.73,0.86,4,196,0,0,IND35367
0.58,0.8,5,187,0,0,IND10825
0.24,0.85,4,155,0,1,IND21165
0.31,0.86,3,205,0,0,IND13253
0.74,0.63,3,230,0,0,IND25036
0.86,0.69,5,157,0,0,IND25872
0.22,0.8,4,287,0,2,IND01117
0.66,0.7,4,161,0,0,IND16505
0.21,0.76,5,239,0,2,IND07534
0.95,0.61,3,267,0,0,IND33955
0.24,0.55,5,208,0,2,IND13165
0.66,0.95,3,133,0,0,IND22293
0.88,0.86,3,187,0,0,IND09823
0.67,0.61,4,140,0,1,IND14491
0.75,0.58,4,270,0,0,IND37092
0.93,0.48,3,147,0,1,IND11183
0.64,0.71,3,181,0,1,IND02541
0.51,0.53,3,156,0,1,IND07504
0.98,0.5,4,207,0,0,IND17769
0.72,0.63,4,241,0,0,IND38965
0.51,0.75,4,154,0,1,IND11295
0.54,0.58,4,206,0,1,IND0475
0.99,0.76,4,204,0,0,IND21877
0.44,0.9,4,117,0,1,IND27363
0.74,0.48,5,144,0,1,IND33962
0.9,0.77,3,156,0,0,IND24308
0.86,0.58,4,211,0,0,IND16524
0.66,0.52,3,149,0,1,IND19197
0.64,0.96,4,152,0,0,IND37950
0.5,0.59,4,192,0,1,IND22639
0.88,0.68,4,274,0,0,IND14247
0.72,0.47,5,168,0,1,IND20026
0.53,0.53,4,205,0,1,IND40965
0.83,0.77,3,228,0,0,IND07116
0.24,0.52,4,228,0,1,IND04052
0.66,0.75,5,227,0,0,IND39021
0.43,0.63,3,156,0,1,IND11992
0.75,0.66,5,177,0,0,IND19704
0.42,0.89,6,188,0,2,IND29445
0.54,0.74,3,185,0,1,IND19759
0.84,0.85,3,153,0,0,IND21570
0.95,0.79,4,174,0,0,IND36093
0.6,0.61,4,209,0,0,IND17719
0.95,0.71,3,251,0,0,IND03138
0.62,0.89,3,153,0,0,IND40164
0.89,0.73,3,210,0,0,IND31476
0.73,0.93,5,167,0,0,IND11778
0.86,0.94,3,151,0,0,IND15133
0.76,0.73,3,158,0,1,IND22965
0.91,0.76,3,116,0,1,IND43682
1.0,0.81,5,178,0,0,IND16595
0.98,0.78,4,155,0,0,IND24111
0.65,0.89,3,151,0,0,IND29899
0.62,0.79,4,216,0,0,IND07951
0.83,0.82,5,179,0,0,IND16608
0.75,1.0,4,135,0,0,IND27231
0.82,0.63,4,232,0,0,IND20678
0.69,0.68,4,168,0,0,IND28403
0.41,0.96,6,171,0,2,IND37160
0.52,0.64,5,258,0,2,IND0762
0.74,0.86,3,221,0,0,IND14936
0.33,0.96,5,97,0,1,IND27305
0.8,0.69,3,164,0,1,IND41537
0.82,0.89,4,237,0,0,IND09350
0.59,0.65,5,161,0,0,IND21761
0.98,0.8,4,134,0,0,IND04769
0.93,0.94,4,188,0,0,IND16454
0.49,0.95,4,181,0,0,IND26978
0.6,0.94,4,160,0,0,IND32088
0.34,0.82,6,197,0,2,IND27608
0.71,0.77,3,145,0,1,IND08928
0.6,0.64,5,221,0,0,IND28565
0.12,0.78,6,260,0,2,IND29897
0.16,0.87,3,99,0,1,IND11496
0.57,0.61,3,243,0,0,IND22522
0.72,0.8,5,244,0,0,IND35137
0.91,0.55,4,179,0,0,IND0468
0.95,0.49,4,146,0,1,IND02610
0.71,0.9,3,262,0,0,IND34481
0.9,0.69,4,174,0,0,IND15017
0.66,0.81,4,148,0,0,IND19783
0.48,0.59,5,235,0,2,IND43295
0.82,0.82,5,285,0,0,IND43773
0.83,0.79,4,143,0,0,IND26302
0.85,0.82,6,141,0,0,IND19231
0.84,0.47,3,125,0,1,IND17063
0.99,0.51,4,232,0,0,IND31726
0.54,0.72,3,172,0,1,IND22649
0.64,0.42,5,283,0,0,IND35678
0.67,0.68,3,189,0,1,IND24319
0.48,0.54,2,144,0,1,IND24343
0.58,0.77,4,145,0,1,IND43766
0.54,0.59,3,200,0,1,IND32507
0.25,0.65,3,264,0,2,IND41108
0.9,0.53,3,215,0,0,IND02658
0.48,0.39,4,272,0,1,IND17766
0.76,0.9,5,142,0,0,IND36425
0.72,0.53,5,240,0,0,IND35881
0.95,0.66,4,168,0,0,IND41217
0.73,0.55,4,171,0,1,IND02140
0.93,0.7,3,159,0,0,IND12119
0.89,0.61,3,175,0,1,IND20213
0.7,0.97,4,244,0,0,IND32307
0.98,0.57,3,198,0,0,IND43374
0.72,0.65,5,151,0,0,IND28763
0.49,0.69,2,188,0,1,IND39686
0.15,0.85,3,199,0,2,IND06551
0.57,0.96,4,257,0,0,IND09168
0.21,0.81,4,144,0,1,IND07152
0.46,0.57,4,275,0,0,IND16641
0.56,0.52,3,243,0,1,IND10247
0.81,0.66,3,181,0,0,IND10756
0.93,0.59,5,172,0,0,IND38836
0.82,0.97,3,244,0,0,IND07459
0.76,0.51,4,242,0,0,IND27565
0.97,0.81,3,249,0,0,IND31152
0.38,0.81,5,128,0,1,IND12208
0.46,0.49,3,213,0,1,IND13433
0.34,0.57,4,152,0,1,IND38876
0.63,0.76,4,245,0,0,IND14701
0.57,0.56,4,113,0,1,IND44325
0.17,0.76,4,280,0,2,IND20286
0.74,0.67,3,273,0,0,IND10510
0.59,0.56,4,221,0,0,IND08532
0.49,0.61,5,133,0,1,IND36413
0.49,0.58,3,136,0,1,IND10299
0.61,0.71,4,243,0,0,IND25412
0.81,0.79,5,135,0,0,IND27755
0.74,0.63,3,231,0,0,IND28516
0.91,0.98,3,259,0,0,IND33480
0.71,0.66,3,238,0,0,IND011
0.73,0.71,3,210,0,0,IND23937
0.44,0.4,3,120,0,1,IND04777
0.6,0.56,2,203,0,1,IND29514
0.73,0.88,4,148,0,0,IND043
0.8,0.54,4,258,0,0,IND14481
0.97,0.5,3,225,0,0,IND21024
0.99,0.75,4,208,0,0,IND35309
0.96,0.82,4,274,0,0,IND10129
0.24,0.7,5,147,0,2,IND13564
0.45,0.39,2,167,0,1,IND24926
0.74,0.96,4,154,0,0,IND12736
0.6,0.98,4,195,0,0,IND13476
0.67,0.56,3,237,0,0,IND18936
0.57,0.99,4,222,0,0,IND26234
0.87,0.71,5,145,0,0,IND31976
0.25,0.83,3,257,0,2,IND32578
0.98,0.84,3,286,0,0,IND31241
0.3,0.64,2,137,0,1,IND41117
0.21,0.52,5,130,0,1,IND26881
0.56,0.7,3,214,0,0,IND05899
0.75,0.96,3,138,0,0,IND08715
0.5,0.77,3,166,0,1,IND19477
0.61,0.92,4,159,0,0,IND33912
0.83,0.59,5,160,0,0,IND43792
0.66,0.76,3,155,0,1,IND15812
0.84,0.68,3,231,0,0,IND24089
0.87,0.57,4,227,0,0,IND01610
0.48,0.37,3,181,0,1,IND35054
0.84,0.79,4,222,0,0,IND03565
0.49,0.71,3,196,0,1,IND30150
0.67,0.93,3,206,0,0,IND15907
0.12,0.93,6,257,0,2,IND28055
0.99,0.67,5,153,0,0,IND28621
0.17,0.59,5,250,0,2,IND29871
0.58,0.66,3,250,0,0,IND42163
0.5,0.73,3,148,0,1,IND40395
0.35,0.69,3,141,0,1,IND25150
0.93,0.95,6,147,0,0,IND0368
0.73,0.87,3,142,0,0,IND09958
0.91,0.54,3,210,0,0,IND30822
0.72,0.66,3,152,0,1,IND39943
0.51,0.39,3,149,0,1,IND23558
0.55,0.92,3,198,0,0,IND07330
0.66,0.76,3,139,0,1,IND17340
0.84,0.41,6,255,0,0,IND01209
0.81,0.8,4,229,0,0,IND25593
0.81,0.69,5,134,0,0,IND10339
0.5,0.75,5,255,0,2,IND20644
0.78,0.68,5,189,0,0,IND36935
0.76,0.74,3,183,0,0,IND25086
0.49,0.71,3,154,0,1,IND41261
0.99,0.61,3,167,0,0,IND19116
0.73,0.48,4,139,0,1,IND25798
0.88,0.74,5,245,0,0,IND13186
0.79,0.91,4,200,0,0,IND32418
0.83,0.98,3,159,0,0,IND07779
0.21,0.44,4,163,0,1,IND02448
0.87,0.52,3,158,0,1,IND15094
1.0,0.89,3,194,0,0,IND30075
0.49,0.98,3,267,0,0,IND28975
0.51,0.63,3,183,0,1,IND13921
0.63,0.64,3,174,0,1,IND13378
0.91,0.63,4,240,0,0,IND40972
0.54,0.5,2,123,0,1,IND43908
1.0,0.59,4,174,0,0,IND04547
0.64,0.91,5,246,0,0,IND11267
0.65,0.96,5,173,0,0,IND13081
0.15,0.93,4,185,0,2,IND09002
0.81,0.83,4,259,0,0,IND36040
0.61,0.83,3,112,0,1,IND38976
0.86,0.55,5,219,0,0,IND0925
0.71,0.62,3,258,0,0,IND09994
0.72,0.82,5,287,0,0,IND20494
0.84,0.37,5,186,0,1,IND41862
0.38,0.74,3,159,0,1,IND0424
0.75,0.56,4,230,0,0,IND18786
0.93,0.77,5,106,0,0,IND11495
0.71,0.64,4,189,0,0,IND40035
0.75,0.96,3,252,0,0,IND29975
0.56,0.68,4,220,0,0,IND29730
0.57,0.82,5,218,0,0,IND14536
0.63,0.83,4,145,0,0,IND20956
0.59,0.91,4,142,0,0,IND29125
0.77,0.62,3,218,0,0,IND40341
0.65,0.7,4,157,0,1,IND28003
0.84,0.49,4,178,0,1,IND39484
0.9,0.45,4,241,0,0,IND28539
0.6,0.83,3,230,0,0,IND41673
0.9,0.74,5,249,0,0,IND25021
0.94,0.7,5,147,0,0,IND33284
0.56,0.9,4,115,0,0,IND28312
0.95,0.86,5,143,0,0,IND10454
0.97,0.85,4,219,0,0,IND33726
0.55,0.63,4,218,0,0,IND37355
0.79,0.6,5,235,0,0,IND15638
0.49,0.76,5,237,0,2,IND17600
0.49,0.58,5,186,0,1,IND17755
0.57,0.65,5,177,0,0,IND30732
0.89,0.81,4,228,0,0,IND23888
0.66,0.59,3,204,0,1,IND22049
0.94,0.77,5,210,0,0,IND10836
0.98,0.95,4,250,0,0,IND20762
0.18,0.52,5,185,0,2,IND24304
0.57,0.73,3,146,0,1,IND26995
0.67,0.55,3,217,0,1,IND37323
0.12,0.61,6,172,0,2,IND21014
0.48,0.95,3,184,0,0,IND31931
0.61,0.97,3,148,0,0,IND21656
0.23,0.52,5,236,0,2,IND25173
0.4,0.38,3,280,0,1,IND25837
0.57,0.6,3,218,0,1,IND34337
0.95,0.98,5,155,0,0,IND0966
0.93,0.66,4,242,0,0,IND38549
0.7,0.88,3,166,0,0,IND06437
0.58,0.9,4,175,0,0,IND19661
0.52,0.95,5,234,0,0,IND39503
0.98,0.88,5,232,0,0,IND08443
0.93,0.94,4,156,0,0,IND44969
0.34,0.63,5,248,0,2,IND08184
0.87,0.75,4,218,0,0,IND05971
0.52,0.96,5,251,0,2,IND30004
0.58,0.91,4,173,0,0,IND04704
0.65,0.51,4,157,0,1,IND11114
0.74,0.59,3,274,0,0,IND11693
0.63,0.7,5,182,0,0,IND01781
0.74,0.74,4,233,0,0,IND33629
0.65,1.0,4,249,0,0,IND37198
0.48,0.94,3,162,0,0,IND43166
0.84,0.75,3,184,0,0,IND01259
0.6,0.62,3,135,0,1,IND02424
0.56,0.57,3,143,0,1,IND30277
0.13,0.8,5,203,0,2,IND33304
0.83,0.51,5,143,0,1,IND42263
0.91,0.42,2,142,0,1,IND20367
0.97,0.97,5,171,0,0,IND11051
0.9,0.96,3,223,0,0,IND38089
0.57,0.87,4,148,0,0,IND43102
0.84,0.79,6,140,0,0,IND03578
0.84,0.74,4,226,0,0,IND30030
0.17,0.93,5,183,0,2,IND33048
0.97,0.86,5,135,0,0,IND31630
0.94,0.66,3,236,0,0,IND30222
0.83,0.61,5,257,0,0,IND44823
0.91,0.73,3,155,0,0,IND09844
0.9,0.76,2,211,0,0,IND02743
0.95,0.86,3,207,0,0,IND02025
0.69,0.95,3,126,0,0,IND04609
0.49,0.98,3,267,0,0,IND43422
0.45,0.37,6,226,0,2,IND35819
0.21,0.9,2,239,0,0,IND36378
0.67,0.61,3,202,0,1,IND17917
0.76,0.62,3,150,0,1,IND10958
0.19,0.78,5,156,0,2,IND24251
0.52,0.73,2,233,0,0,IND28908
0.66,0.59,5,262,0,0,IND40153
0.95,0.67,3,183,0,0,IND26133
0.95,0.78,4,225,0,0,IND35508
0.57,0.54,5,216,0,0,IND31212
0.48,0.57,5,227,0,0,IND20293
0.95,0.5,4,242,0,0,IND39732
0.7,0.67,4,224,0,0,IND44952
0.48,0.61,3,223,0,1,IND07500
0.62,0.58,3,202,0,1,IND36487
0.58,0.76,3,220,0,0,IND19436
1.0,0.87,4,129,0,0,IND41493
0.79,0.65,2,193,0,1,IND41546
0.58,0.73,3,165,0,1,IND06580
0.59,0.79,4,209,0,0,IND33290
0.66,0.8,4,183,0,0,IND02312
0.71,0.59,4,138,0,1,IND18883
0.9,0.74,5,152,0,0,IND35720
0.74,0.63,4,170,0,0,IND37920
0.66,0.93,5,185,0,0,IND02348
0.92,0.53,2,249,0,0,IND07126
0.55,0.51,4,155,0,1,IND16040
0.51,0.43,3,204,0,1,IND17390
0.49,0.52,5,188,0,1,IND17703
0.88,0.52,5,264,0,0,IND07240
0.6,0.8,4,146,0,0,IND22067
0.93,0.65,4,212,0,0,IND37287
0.86,0.59,3,215,0,0,IND43940
0.78,0.98,4,239,0,0,IND10785
0.69,0.55,3,188,0,1,IND13726
0.84,0.51,4,259,0,0,IND22428
0.48,0.62,3,200,0,1,IND40174
0.63,0.86,3,245,0,0,IND42300
0.54,0.61,3,182,0,1,IND01693
0.85,0.53,4,181,0,1,IND44181
0.51,0.52,3,164,0,1,IND13267
0.88,0.86,5,257,0,0,IND39205
0.87,0.93,3,178,0,0,IND07386
0.54,0.5,4,224,0,1,IND17852
0.96,0.67,5,170,0,0,IND34409
0.58,0.75,4,233,0,0,IND07837
0.21,0.57,5,239,0,2,IND39618
0.5,0.56,5,185,0,1,IND28856
0.52,0.54,4,184,0,1,IND33744
0.5,0.7,3,188,0,1,IND17876
0.74,0.86,3,186,0,0,IND18659
0.69,0.63,3,226,0,0,IND02080
